src,dst,avg_rtt,min_rtt,max_rtt,rtt_count,rtt_0,rtt_1,rtt_2,rtt_3,rtt_4,rtt_5,rtt_6,rtt_7,rtt_8,rtt_9
0,0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,3.714915692288565,3.6735635277193825,3.8028539899713656,10,3.6948766413107355,3.7369525539983477,3.696591266576349,3.6735635277193825,3.67591302168735,3.7505110104665866,3.6878387505410877,3.8028539899713656,3.6978029309645715,3.7322532296498814
0,2,3.186762484194918,3.1639768394965913,3.214552919984648,10,3.2067723065730234,3.181867061328972,3.1639768394965913,3.197949218135558,3.187596187189283,3.204956222599779,3.214552919984648,3.1673758077017418,3.17128043516603,3.171297843773556
0,3,3.627076775071683,3.5364691300974815,3.768555858615301,10,3.56517372160332,3.700487351239904,3.5686985635854525,3.7358670858395584,3.5364691300974815,3.546264105838361,3.6466087609189093,3.566381381894882,3.636261791083657,3.768555858615301
0,4,5.800490714273778,5.645352161560967,6.015159901755248,10,5.811939592170825,5.78570276666294,5.787634444800372,5.645352161560967,5.771391137362889,5.785382772965042,5.723707207698782,5.799887247240273,5.878749910520439,6.015159901755248
0,5,7.634590546330233,7.551044863383355,7.721723150840421,10,7.721723150840421,7.663691539860621,7.629956348062342,7.551044863383355,7.692007902622354,7.635210495528062,7.605141335414628,7.611829413934623,7.650676357501508,7.584624056154426
0,6,7.780259393098548,7.688230419369508,7.906016895780719,10,7.906016895780719,7.816068703254438,7.739459627218716,7.726930184239702,7.786613142053285,7.745441848339696,7.773834630369797,7.716169086014784,7.903829394344838,7.688230419369508
0,7,7.845112124757672,7.752129434313037,7.987514052302739,10,7.8035749510321795,7.833452022563521,7.767743316658815,7.987514052302739,7.823469934222454,7.876653331190659,7.842891883475223,7.752129434313037,7.819268962444455,7.944423359373649
0,8,8.184871802548225,8.05303320234671,8.39800324367648,10,8.39800324367648,8.112532276195916,8.222180051722068,8.240309440616818,8.05303320234671,8.150401210866683,8.153163300658168,8.138171416991709,8.287076669822904,8.093847212584798
0,9,8.190531412814124,8.124677250917847,8.318390332801528,10,8.142365518321142,8.17232456268121,8.171389390837758,8.20053129318897,8.272048448193548,8.205139654496403,8.318390332801528,8.124677250917847,8.165244936107976,8.133202740594847
0,10,8.157922177836948,8.009523352407893,8.32478685699065,10,8.32478685699065,8.117121424657244,8.10292694739575,8.142900890063824,8.018032715667108,8.169199583961001,8.009523352407893,8.177067397546198,8.31860814772731,8.199054461952484
0,11,8.21970051612603,7.973252641849251,8.598607227256819,10,8.376927366556972,8.192857937348236,8.068312385469225,8.114860212705297,8.178845220740483,8.161468699043864,8.598607227256819,8.20273636431185,7.973252641849251,8.329137105978312
0,12,8.124613378441026,8.00762347229658,8.338605541266189,10,8.208456331711156,8.338605541266189,8.056070286670497,8.224162893999479,8.031708026318153,8.00762347229658,8.048184839283445,8.096440621537065,8.029638859762054,8.205242911565655
1,0,3.7163319948567235,3.666443711458626,3.85129503234933,10,3.744995222835613,3.85129503234933,3.6707804923038827,3.666443711458626,3.7165387794782694,3.67633804409914,3.7058898336258115,3.6982482192492467,3.6990559931709925,3.733734619996319
